BioGRID ID	PubMed ID	Query ORF	Query gene	Query allele	Suppressor ORF	Suppressor gene	Suppressor allele	Note
204062	15616582	YLR234W	TOP3	Deletion allele	YMR190C	SGS1	Deletion allele	
204164	16782999	YDR076W	RAD55	Deletion allele	YLR442C	SIR3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
204165	16782999	YER095W	RAD51	Specific mutation (activating mutant, phospho-mutant, etc)	YLR442C	SIR3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
204166	16782999	YML032C	RAD52	Specific mutation (activating mutant, phospho-mutant, etc)	YLR442C	SIR3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
204167	16782999	YDR076W	RAD55	Deletion allele	YLR265C	NEJ1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
204168	16782999	YDR076W	RAD55	Deletion allele	YOR005C	DNL4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
204641	17107343	YNL261W	ORC5	Hypomorphic allele (TS, DAmP, etc)	YGL232W	TAN1	Hypomorphic allele (TS, DAmP, etc)	
204738	17030607	YER095W	RAD51	Specific mutation (activating mutant, phospho-mutant, etc)	YJL092W	SRS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
204739	17030607	YDR004W	RAD57	Deletion allele	YJL092W	SRS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
204854	16581778	YPR161C	SGV1	Deletion allele	YJL168C	SET2	Deletion allele	
204857	16581778	YPR161C	SGV1	Deletion allele	YER164W	CHD1	Deletion allele	
204858	16581778	YPR161C	SGV1	Deletion allele	YPR023C	EAF3	Deletion allele	
205010	16847337	YBR036C	CSG2	Deletion allele	YKL004W	AUR1	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
205011	16847337	YBR036C	CSG2	Deletion allele	YLR305C	STT4	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
205012	16847337	YBR036C	CSG2	Deletion allele	YDR208W	MSS4	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
205087	16850347	YMR302C	YME2	Specific mutation (activating mutant, phospho-mutant, etc)	YLR355C	ILV5	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
205091	16945917	YGR075C	PRP38	Hypomorphic allele (TS, DAmP, etc)	YLR424W	SPP382	Spontaneous mutation	
205100	16945917	YGR075C	PRP38	Hypomorphic allele (TS, DAmP, etc)	YGL120C	PRP43	Specific mutation (activating mutant, phospho-mutant, etc)	
205109	10905345	YDR390C	UBA2	Hypomorphic allele (TS, DAmP, etc)	YIL031W	ULP2	Hypomorphic allele (TS, DAmP, etc)	
205112	10905345	YDR390C	UBA2	Hypomorphic allele (TS, DAmP, etc)	YDR510W	SMT3	Overexpression of a mutant allele	
205208	17028344	YDL132W	CDC53	Hypomorphic allele (TS, DAmP, etc)	YDL240W	LRG1	Deletion allele	
205209	17028344	YDR054C	CDC34	Hypomorphic allele (TS, DAmP, etc)	YDL240W	LRG1	Deletion allele	
205237	16162818	YGL122C	NAB2	Specific mutation (activating mutant, phospho-mutant, etc)	YML107C	PML39	Deletion allele	
205501	16816426	YGL020C	GET1	Deletion allele	YDL100C	GET3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
205502	16816426	YER083C	GET2	Deletion allele	YDL100C	GET3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
205690	16225461	YDR062W	LCB2	Deletion allele	YOR171C	LCB4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
205711	16648468	YBR267W	REI1	Deletion allele	YDR101C	ARX1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
205956	16716188	YML065W	ORC1	Hypomorphic allele (TS, DAmP, etc)	YJL030W	MAD2	Deletion allele	
205966	16415367	YKL049C	CSE4	Hypomorphic allele (TS, DAmP, etc)	YPR179C	HDA3	Deletion allele	
205967	16415367	YGR140W	CBF2	Hypomorphic allele (TS, DAmP, etc)	YPR179C	HDA3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
206095	16977311	YGL207W	SPT16	Hypomorphic allele (TS, DAmP, etc)	YJL168C	SET2	Deletion allele	
206096	16977311	YML069W	POB3	Hypomorphic allele (TS, DAmP, etc)	YJL168C	SET2	Deletion allele	
206128	16751665	YGL013C	PDR1	Specific mutation (activating mutant, phospho-mutant, etc)	YKL048C	ELM1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
206129	16751665	YBL005W	PDR3	Specific mutation (activating mutant, phospho-mutant, etc)	YKL048C	ELM1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
206211	16327883	YHR164C	DNA2	Hypomorphic allele (TS, DAmP, etc)	YJR043C	POL32	Deletion allele	
213374	16207709	YKL087C	CYT2	Deletion allele	YOR065W	CYT1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
238003	17254574	YIL008W	URM1	Deletion allele	YFL021W	GAT1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
238013	17101794	YNL222W	SSU72	Hypomorphic allele (TS, DAmP, etc)	YOR151C	RPB2	Specific mutation (activating mutant, phospho-mutant, etc)	
238014	17101794	YNL222W	SSU72	Hypomorphic allele (TS, DAmP, etc)	YGR063C	SPT4	Deletion allele	
238015	17101794	YML010W	SPT5	Hypomorphic allele (TS, DAmP, etc)	YOR151C	RPB2	Specific mutation (activating mutant, phospho-mutant, etc)	
238125	17190603	YFR010W	UBP6	Deletion allele	YGL141W	HUL5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
238126	17190603	YFR010W	UBP6	Deletion allele	YBR082C	UBC4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
238127	17190603	YFR010W	UBP6	Deletion allele	YMR022W	UBC7	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
238128	17190603	YFR010W	UBP6	Deletion allele	YEL012W	UBC8	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
238131	17485442	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YBR274W	CHK1	Deletion allele	
238158	17431397	YBL041W	PRE7	Specific mutation (activating mutant, phospho-mutant, etc)	YBR173C	UMP1	Deletion allele	
238278	17353896	YLR022C	SDO1	Deletion allele	YPR016C	TIF6	Specific mutation (activating mutant, phospho-mutant, etc)	
238290	17507656	YMR117C	SPC24	Hypomorphic allele (TS, DAmP, etc)	YCL029C	BIK1	Deletion allele	
238455	17376963	YOR122C	PFY1	Hypomorphic allele (TS, DAmP, etc)	YNL138W	SRV2	Specific mutation (activating mutant, phospho-mutant, etc)	
238494	17409072	YKL205W	LOS1	Deletion allele	YPR101W	SNT309	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
238680	17283050	YOR372C	NDD1	Hypomorphic allele (TS, DAmP, etc)	YBR245C	ISW1	Deletion allele	
238681	17283050	YOR372C	NDD1	Hypomorphic allele (TS, DAmP, etc)	YOR304W	ISW2	Deletion allele	
238770	17194786	YOL023W	IFM1	Deletion allele	YDR494W	RSM28	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
238948	17339336	YER177W	BMH1	Hypomorphic allele (TS, DAmP, etc)	YOL004W	SIN3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
238964	17502422	YGL190C	CDC55	Deletion allele	YNL088W	TOP2	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
239011	17339209	YER159C	BUR6	Deletion allele	YOL135C	MED7	Hypomorphic allele (TS, DAmP, etc)	
239012	17339209	YER159C	BUR6	Deletion allele	YDR404C	RPB7	Hypomorphic allele (TS, DAmP, etc)	
239013	17339209	YER159C	BUR6	Deletion allele	YDR311W	TFB1	Hypomorphic allele (TS, DAmP, etc)	
239014	17339209	YER159C	BUR6	Deletion allele	YPR168W	NUT2	Hypomorphic allele (TS, DAmP, etc)	
239015	17339209	YER159C	BUR6	Deletion allele	YHR041C	SRB2	Deletion allele	
239017	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YGR104C	SRB5	Deletion allele	
239018	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YPR070W	MED1	Deletion allele	
239019	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YGL151W	NUT1	Deletion allele	
239020	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YGL127C	SOH1	Deletion allele	
239021	17339209	YER159C	BUR6	Deletion allele	YNL236W	SIN4	Deletion allele	
239023	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YPL042C	SSN3	Deletion allele	
239024	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YNL025C	SSN8	Deletion allele	
239025	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YDR443C	SSN2	Deletion allele	
239026	17339209	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YCR081W	SRB8	Deletion allele	
239027	17339209	YDR397C	NCB2	Deletion allele	YHR041C	SRB2	Deletion allele	
239028	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YGL151W	NUT1	Deletion allele	
239029	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YGL127C	SOH1	Deletion allele	
239030	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YNR010W	CSE2	Deletion allele	
239031	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YNL236W	SIN4	Deletion allele	
239032	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YNL025C	SSN8	Deletion allele	
239033	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YDL140C	RPO21	Hypomorphic allele (TS, DAmP, etc)	
239034	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YOR151C	RPB2	Hypomorphic allele (TS, DAmP, etc)	
239035	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YLR005W	SSL1	Hypomorphic allele (TS, DAmP, etc)	
239036	17339209	YDR397C	NCB2	Hypomorphic allele (TS, DAmP, etc)	YPR086W	SUA7	Hypomorphic allele (TS, DAmP, etc)	
239056	17172436	YGL178W	MPT5	Deletion allele	YDL240W	LRG1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239057	17311585	YDL194W	SNF3	Deletion allele	YOL081W	IRA2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239064	17590086	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YML061C	PIF1	Specific mutation (activating mutant, phospho-mutant, etc)	
239065	17590086	YMR284W	YKU70	Deletion allele	YML061C	PIF1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
239072	17242366	YNL227C	JJJ1	Deletion allele	YDR101C	ARX1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239073	17242366	YNL227C	JJJ1	Deletion allele	YJL122W	ALB1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239100	17550305	YAL016W	TPD3	Deletion allele	YHR075C	PPE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239283	17187759	YBR136W	MEC1	Deletion allele	YLR293C	GSP1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
239313	17571075	YPL024W	RMI1	Deletion allele	YMR190C	SGS1	Deletion allele	
239314	17571075	YLR234W	TOP3	Deletion allele	YMR190C	SGS1	Deletion allele	
239332	17425675	YLR186W	EMG1	Deletion allele	YDL213C	NOP6	Deletion allele	
239349	17158920	YAL021C	CCR4	Deletion allele	YGR178C	PBP1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239350	17158920	YAL021C	CCR4	Deletion allele	YLR176C	RFX1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239588	17620414	YGL207W	SPT16	Hypomorphic allele (TS, DAmP, etc)	YER164W	CHD1	Deletion allele	
239589	17620414	YML069W	POB3	Hypomorphic allele (TS, DAmP, etc)	YER164W	CHD1	Deletion allele	
239626	17636014	YBR019C	GAL10	Specific mutation (activating mutant, phospho-mutant, etc)	YDR432W	NPL3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239627	17636014	YBR019C	GAL10	Specific mutation (activating mutant, phospho-mutant, etc)	YMR125W	STO1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239727	17603109	YGL167C	PMR1	Deletion allele	YJR066W	TOR1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239776	17606994	YMR200W	ROT1	Hypomorphic allele (TS, DAmP, etc)	YPR119W	CLB2	Deletion allele	
239781	17606994	YGL116W	CDC20	Hypomorphic allele (TS, DAmP, etc)	YMR200W	ROT1	Hypomorphic allele (TS, DAmP, etc)	
239815	17618841	YDL220C	CDC13	Hypomorphic allele (TS, DAmP, etc)	YOR033C	EXO1	Deletion allele	
239816	17618841	YMR284W	YKU70	Deletion allele	YOR033C	EXO1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239817	17618841	YMR284W	YKU70	Deletion allele	YBR274W	CHK1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
239987	8887660	YJR104C	SOD1	Deletion allele	YGL167C	PMR1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
239988	8887660	YJR104C	SOD1	Deletion allele	YBR290W	BSD2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
240005	11438652	YMR001C	CDC5	Hypomorphic allele (TS, DAmP, etc)	YJL187C	SWE1	Deletion allele	
250924	15728725	YLR268W	SEC22	Hypomorphic allele (TS, DAmP, etc)	YLR026C	SED5	Specific mutation (activating mutant, phospho-mutant, etc)	
251067	11038182	YBR179C	FZO1	Deletion allele	YIL065C	FIS1	Spontaneous mutation	Conditional Suppression (excl. high temp for TS alleles)
251251	15342785	YDR294C	DPL1	Deletion allele	YOR171C	LCB4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
251253	15342785	YDR294C	DPL1	Deletion allele	YOR153W	PDR5	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
251254	15342785	YDR294C	DPL1	Deletion allele	YDL160C	DHH1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
251856	8524219	YJL095W	BCK1	Deletion allele	YOR231W	MKK1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
251857	8524219	YBL105C	PKC1	Deletion allele	YOR231W	MKK1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
251895	15797381	YGL207W	SPT16	Hypomorphic allele (TS, DAmP, etc)	YDR143C	SAN1	Deletion allele	
252145	8657111	YER155C	BEM2	Hypomorphic allele (TS, DAmP, etc)	YOR127W	RGA1	Specific mutation (activating mutant, phospho-mutant, etc)	
252154	12436259	YJR006W	POL31	Hypomorphic allele (TS, DAmP, etc)	YNL218W	MGS1	Deletion allele	
252155	12436259	YJR043C	POL32	Deletion allele	YNL218W	MGS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252388	12399372	YML031W	NDC1	Hypomorphic allele (TS, DAmP, etc)	YLL039C	UBI4	Overexpression of a mutant allele	
252393	15542855	YEL034W	HYP2	Hypomorphic allele (TS, DAmP, etc)	YDR432W	NPL3	Overexpression of a mutant allele	
252451	10880468	YAL021C	CCR4	Deletion allele	YDR392W	SPT3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252452	10880468	YAL021C	CCR4	Deletion allele	YLR055C	SPT8	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252453	10880468	YAL021C	CCR4	Deletion allele	YER148W	SPT15	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252454	10880468	YNR052C	POP2	Deletion allele	YDR392W	SPT3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252455	10880468	YNR052C	POP2	Deletion allele	YLR055C	SPT8	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252485	14583627	YLR113W	HOG1	Deletion allele	YJL187C	SWE1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252672	17081974	YCR066W	RAD18	Deletion allele	YDL064W	UBC9	Hypomorphic allele (TS, DAmP, etc)	Conditional Suppression (excl. high temp for TS alleles)
252948	11408481	YOL064C	MET22	Deletion allele	YDR283C	GCN2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
252951	10713169	YDR397C	NCB2	Deletion allele	YNL236W	SIN4	Spontaneous mutation	
252952	10713169	YER159C	BUR6	Hypomorphic allele (TS, DAmP, etc)	YNL236W	SIN4	Deletion allele	
253000	8324825	YDL140C	RPO21	Specific mutation (activating mutant, phospho-mutant, etc)	YER022W	SRB4	Spontaneous mutation	
253001	8324825	YDL140C	RPO21	Specific mutation (activating mutant, phospho-mutant, etc)	YGR104C	SRB5	Spontaneous mutation	
253002	8324825	YDL140C	RPO21	Specific mutation (activating mutant, phospho-mutant, etc)	YBR253W	SRB6	Spontaneous mutation	
253005	9858577	YLR113W	HOG1	Deletion allele	YNL167C	SKO1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253083	9885245	YNL084C	END3	Deletion allele	YIL095W	PRK1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253086	7768432	YER095W	RAD51	Specific mutation (activating mutant, phospho-mutant, etc)	YJL092W	SRS2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253149	16816426	YBR170C	NPL4	Hypomorphic allele (TS, DAmP, etc)	YDL100C	GET3	Deletion allele	
253155	8914516	YMR061W	RNA14	Hypomorphic allele (TS, DAmP, etc)	YIR011C	STS1	Specific mutation (activating mutant, phospho-mutant, etc)	
253156	9822593	YHR005C-A	TIM10	Hypomorphic allele (TS, DAmP, etc)	YEL020W-A	TIM9	Specific mutation (activating mutant, phospho-mutant, etc)	
253157	9822593	YBR091C	TIM12	Hypomorphic allele (TS, DAmP, etc)	YEL020W-A	TIM9	Overexpression of a mutant allele	
253158	11101522	YMR201C	RAD14	Deletion allele	YGR063C	SPT4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253203	9560393	YOL122C	SMF1	Deletion allele	YCR044C	PER1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253710	12773812	YDR507C	GIN4	Deletion allele	YCL024W	KCC4	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253761	12956961	YOR329C	SCD5	Hypomorphic allele (TS, DAmP, etc)	YNL020C	ARK1	Deletion allele	
253763	11713681	YLR371W	ROM2	Deletion allele	YER155C	BEM2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253765	17254574	YIL008W	URM1	Deletion allele	YER040W	GLN3	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253767	11038183	YBR179C	FZO1	Hypomorphic allele (TS, DAmP, etc)	YLL001W	DNM1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253768	11038183	YOR211C	MGM1	Deletion allele	YIL065C	FIS1	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
253814	11914130	YFR028C	CDC14	Hypomorphic allele (TS, DAmP, etc)	YJL076W	NET1	Specific mutation (activating mutant, phospho-mutant, etc)	
255322	12226657	YGL058W	RAD6	Deletion allele	YBR088C	POL30	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
255323	12226657	YCR066W	RAD18	Deletion allele	YBR088C	POL30	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
255324	12226657	YLR032W	RAD5	Deletion allele	YBR088C	POL30	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
255440	12912920	YDR208W	MSS4	Hypomorphic allele (TS, DAmP, etc)	YER110C	KAP123	Deletion allele	
256102	17942599	YHR023W	MYO1	Deletion allele	YFR036W	CDC26	Deletion allele	
256104	17942599	YHR023W	MYO1	Deletion allele	YGL240W	DOC1	Deletion allele	
256105	17942599	YHR023W	MYO1	Deletion allele	YDR260C	SWM1	Deletion allele	
256106	17942599	YHR023W	MYO1	Deletion allele	YIR025W	MND2	Deletion allele	
256107	17942599	YHR023W	MYO1	Deletion allele	YGL003C	CDH1	Deletion allele	
256117	17942599	YHR023W	MYO1	Deletion allele	YPL242C	IQG1	Specific mutation (activating mutant, phospho-mutant, etc)	
256800	17875934	YDR174W	HMO1	Deletion allele	YJR066W	TOR1	Specific mutation (activating mutant, phospho-mutant, etc)	Conditional Suppression (excl. high temp for TS alleles)
257864	17926032	YOL130W	ALR1	Deletion allele	YFL050C	ALR2	Deletion allele	Conditional Suppression (excl. high temp for TS alleles)
